,text
1270,wyrywanie swieżość wyrywanie wyrywanie rodzinne
1271,proces uprawy brak pescytydów tworzyć wizerunek godny zaufania pokazany proces uprawy i obróbki jak właściciel je swój produkt prosto z pola idee ochrony środowiska i konsumenta jako osoby wystawionej nanie zdrowążywność
1272,pochodzenie krajwiesfirma zachęcenie do większej ilości jej sporzywania ze względu na jej właściwości i walory smakowe nie mam konkretnych wymagań ale raczej stawiałabym na obraz targowisk niż sklepów w miescie nie mam konkretnych wymagań w tym temacie może jakiś tekst wpadający w ucho   ale mówiony przez starsze pokolenie bo mam większe zaufanie w kwestii żywienia do nich korzystny wpływ sporzywania marchwi na nasz organizm 
1273,proces produkcji marchew jest zdrowa i zawsze dostarczana świeża do sklepów radośni rolnicy przedstawiają proces i produkt soczyste marchwie ziemia spodnie ogrodniczki konewki zdrowe odżywianie ochrona środowiska
1274,proces wzrostu jeżeli będziesz się starał możesz być o krok bycia bliżej samowsytarczalnym chciałabym zobaczyć naukę z pokolenia na pokolenie młodych ludzi którzy mają szansę doświadczyć radości z samodzielnej pracy dbanie o to co mamy uświadomienie tego że wszystkie rzeczy które mamy nie biorą się znikąd a każda z nich wymaga pracy i zaangażowania
1275,jak marchew dorasta do czego można jej uzyc zdrowotny  każda osoba w reklamie wymieniła by jedną zaletę marchwi  świadomych rzetelnych i naturalnych ludzi  dlaczego i kiedy warto po nią sięgać
1279,marchewki znajdujące się na ładnym kameralnym ogródku pełnym świeżości i koloru zdrowe odżywianie korzyści z tego płynące prezentacja wartości odżywczych i analiza względem potrzeb ludzkich marchewki czy ogólnie te pytania nie są takie same mam wrażenie że nie róznią się merytoryką zdrowe odżywianie
1280,ciekawostki i przepisy na marchew miałaby przekaz ludziom jak duże ma zastosowanie marchewka w zdrowiu człowieka proces wychodowania marchwi do momentu konsumpcji pomysły na przyrządzenie marchwi miałaby na celu promowanie zdrowej żywności
1281,świeżość orzeźwienie jak po ugryzieniu soczystej marchwi naturalność żeby kojarzyło się z ogródkiem babci przepisy na rzeczy z marchwi wymienione prozdrowotne właściwości marchwi nietypowe zastosowania marchwi najlepiej humorystyczneflet z marchwi itp
1285,miejsce na którym rośnie potrawy których składnikiew jest marchew przekazem miałby być fakt że warto jeść marchew bo wpływa korzystnie na organizm człowieka oraz jest stosunkowo niedrogim warzywem uprawianym w polsce chciałabym aby był pokazany proces wzrostu marchwi postać w jakiej trafia na stół oraz co dzieje się po jej regularnym spożywaniu wpływ wartości odżywczych marchwi na człowieka zdrowie ekologię wsparcie produktów z polski
1287,marchew  dobrą jakość marchwi  marchewki tańczyły  dużo kolorów  jakość 
1291,prawdziwą zdrową marchew krzywą o nieregularnych kształtach a nie taką idealnie prostą pełną nawozy promować zdrową żywność  proces od zasiania do zbioru i przetworu produktu odp  odp 
1294,smaczne jedzenie rolników  pokazać jej wartości zdrowotne i dobry smak no rolnik który dba o hodowle marchwi a nastepnie kucharz coś z niej gotujacy jak marchew rośnie jak jest zbierana co można z niej ugotowac jej smak wartości odżywcze i wspieranie polskiego rolnictwa
1295,sok robiony ze świeżych marchwi że marchew jest smaczna i zdrowa cały proces tworzenia soku w tempie przyspieszonym i krótki szybki opis lektora który dodatkowo zachęca do własnoręcznego robienia owych soków lub ich kupowania świeże marchewki rolnika wyciągającego ją z ziemii i otrzeoującego z brudu tam powierzchownie że jest zdrowa ma potrzebne witaminy ogolne pokazanie że warzywa są smaczne i zdrowe
1297,najbardziej zachęciłoby mnie pokazanie rosnącej w ziemii dojrzałej marchwi zbieranie jej do koszyka ogolnie utrzymane w sielankowo wiejskim klimacie  że jest to produkt który rośnie sobie spokojnie zgodnie z naturą jest to jej owoc którym my ludzie mamy się cieszyć akcja nie musi być dynamiczna wystarczy iż ktoś podchodzi do grządki i zbiera marchewki a następnie zabiera je ze sobą do kuchni itp przede wszystkim skupienie się na naturze ukazanie sielanki pięknej pogody i tej marchewki która sobie rośnie na grządce gotowa do zebrania powinna skłaniać ludzi do pozytywnego myslenia cieszenia się tym czym obdarowuje nas natura i czerpania z tego
1298,marchew zachęcenie do zdrowego odżywiania  modelmodelka delektujący się marchwią  marchew  zachęcać do zdrowego odżywiania 
1301,obrazy prezentujące różne zastosowania marchwi marchew jest niedocenianym warzywem muzyka zapadająca w pamięć dynamicznie zmieniające się kilkusekundowe filmy prezentujące te zastosowania sposób uprawy pole zdrowe odżywianie zero waste 
1302,chciałabym widzieć twardą marchew przełamywaną na pół z podrasowanym dźwiękiem pęknięcia reklama mogłaby przedstawiać pomysły na to co zrobić z pulpą marchewkową po wyciśnięciu warzyw na sok ważne jest też to by marchew była w reklamie wyciągana z gleby może być zabrudzona nieobrana warto też podkreślić że marchew od polskich rolników jest pyszna i w ten sposób zachęcać do lokalnego kupowania tego warzywa o można by pokazać scenę w której warzywa leżą na stoisku targowym a narrator deklamuje przerobioną zreinterpretowaną wersję na straganie
1303,marchew w kosmosie że są zdrowe i dostarczają witamin marchew jako zrodło mikroelementów dla astronautów astronauta jedzący marchew przelatującą tesle w kosmosie i astronaute ktory dzieli sie marchwią z kosmitami zachecać ludzi do zdreowego stylu życia jedz warzywa i owoce do kazdego posiłku stosuj zbilansowaną dietę
1304,jeśli to reklama marchwi to na pewno marchew i miejsce gdzie rośnie  skutecznie dotrzeć do odbiorcy  zachęcić do kupowania jej  reklama powinna być dynamiczna a za razem prawdziwa wartościowy produkt  napewno powinna promować ekologię 
1306,świerze marchewki ociekajace wodą źródlaną podane na kamiennej tacy podawać dane doagramowe jak zdrowa jest marchew i jakie ma działanie marchew zanurzona w źródle wody w slow montion  tylko marchew pokazywać ze naturalność jest zdrowa
1309,wykopanie marchwi z ziemi podkreślić źródło marchwi i jej ekologiczną uprawę ogólnie  wydobycie marchwi z ziemi jej przetwarzanie wpływ na zdrowiewzrok ludzi pracujących przy uprawieprzy przetwarzaniu itd podkreślić znaczenie spożycia marchwiizachęcać do uprawy marchwii 
1311,prawdziwa marchew zdrowe dzieci i właściwości zdrowotne  śmieszne lecz prawdziwe sytuację coś co mogłabym zapamiętać jw prawdziwe nieprzekoryzowane obrazy  właściwości zdrowotne witaminy skład 
1315,treści związane z zaletami marchwi  uświadomienie ludzi co jest zaletami marchwi  zaprezentowanie produktu i zachęcenie potencjalnego konsumenta do jej kupna  spożywania np za pomocą chwytliwego tekstu  marchew i eksperta  pozytywny wpływ marchwi na zdrowie zachęcenie do spożywania większej ilości warzyw 
1317,chciałbym zobaczyć jak z tej marchwi powstaje sok w domowej kuchni  po pierwsze zachęcenie do zdrowego trybu życia być moz wypromowanie mody na marchew i pokazanie produktu jako czegoś co można spożywać pod wieloma postaciami szczęśliwa rodzina siedząca przy stole albo student wychodzący na uczelnie i zabierający swoją porcje soku świeżo wyciśniętego prosto do szklanej butelki może wartości odżywcze które ma marchew tak żebym pomyślał ze o koniecznie muszę ja kupić to poprawi mi humor i nie tylko bo również i stan organizmu jak pisałem zdrowy tryb życia uniwersalność marchwiłatwość przygotowania a może i niewyrzucania marchwi ze względu na to ze jest niekształtna jak to ma miejsce w dzisiejszym świecie
1319,grafiki z witaminami i korzysci dla zdrowia sok z marchewki i duzo koloru pomaranczowego  ze jest zrodlem witamin oraz mozna ja spozywac na wiele roznych sposobow ciasto sos do spaghetti sok itp marchew przyrzadzana na rozne sposoby w obiedzie jako przekaska jako sok zeby byli rozni ludzie rasowo wiekowo bez stereotypowej szczesliwej rodziny jedzacej karotki na potege rozne sytuacje spozywania posilkow z zycia roznych ludzi z udzialem marchewki w roli glownej moga byc tez rolnicy ze warto spozywac warzywa zwlaszcza ze mozna ja hodowac w polsce wiec jest niedrogo swojsko i smacznie
1320,piękne świeże i zdrowe marchewki zdrowotny obieranie marchewki polewanie jej wodą by wyglądała na świeżą chciałbym zobaczyć pyszniutką marcheweczkę  zdrowy tryb życia bycie ecofriendly jedzenie warzyw
1321,pyszne potrawy które są dzięki niej zrobione to by mogło spowodować że „ślinka by mi zaczęła lecieć na sama myśl i pewnie bym chciała jak najszybciej spróbować zrobić to co zobaczyłam w reklamie często tak jest przy różnych programach kulinarnych aby jeść warzywa  ktoś by przyrządzał danie z marchwi później ktoś by konsumował a na końcu sklep czy tez miejsce gdzie moglibyśmy udać się po ta jak to w reklamach bywa „najlepsza marchew  pyszne dania z marchewki ciasta sałatki itd mogłaby promować jedzenie zdrowej żywności jak i sposoby na przyrządzenie marchewki gdyż nie każdy wie ze można z niej zrobić ciasto babeczki placki a nie jak każdy by myslal surówki  
1322,świeże warzywa pozytywny namawiający do dobrych nawyków żywieniowych  świeże warzywa pokazywane przez rolnika krótki dialog o dobrych wartościach marchwi szczerość brak manipulacji promowanie dobrych nawyków żywieniowych wspieranie dobrych upraw 
1324,prawdziwe uprawy marchwi proces przez jaki marchew przechodzi nim trafi na rynek wspieramy miejscową gospodarkę ograniczamy negatywny wpływ uprawy na środowisko prawdziwi ludzie żadnych wypasionych animacji jasno przedstawiony proces produkcji  marchew dużo marchwi  dbałość o środowisko i zdrowie ludzi
1325,świeżo wyciskane soki z marchwi smakowitość soku z marchewki że zdrowe nie równa się niesmaczne była miła przyjazna atmosfera wśród grupki znajomych same  zdrowo  smacznie
1328,skupienie się na temacie produktu i nie dochodzenie od niego  prawdopodobnie zawierająca jej wartości spożywcze  prawdziwe produkty bez animacji ewentualnie animacja częściowa  ludzi odpowiadających o produkcie  promowanie zdrowego żywienia 
1331,pole rolników i zbiory marchwi  że marchew jest smaczna tania i zdrowa rolnicy zbierają marchew opowiadając o niej  marchew na polu podczas zbiorów  zdrowy tryb życia i wsparcie lokalnej gospodarki
1332,miejsca związane z jej uprawą zadowolonych konsumentów  obrazy miłe dla oka zapadające w pamięć ewentualne elementy humorystyczne  rekomendacje ludzi na temat pochodzenia produktu i jego jakości krótki zwięzły opis i gwarancja smaku możliwe sposoby wykorzystania produktu np w potrawach deserach daniach wegetariańskich promocja zdrowego żywienia pomysły na nowe potrawy bogate w marchew elolife 
1333,przede wszystkim samą marchew pokazanie marchwi jako smacznego zdrowego skladnika codziennej diety  dobrym pomysłem jest nadanie marchwi cech ludzkich np dialog między marchwiami coś na kształt starych reklam biedronki  ciekawe gry słowne wpadające w ucho teksty  promowanie zdrowej żywności 
1336,jak są uprawiane  świeże soki marchewkowe  pokazanie siania marchwi i zbiorów marchew zdrowy tryb życia 
1337,kilka wariantów tej reklamy np  i  propozycje w jakiej postaci można zjeść marchewkę np krótki przepis na deser jakie witaminy zawiera i za co odpowiadają w naszym organizmie co powoduje jej braknadmiar ktoś przygotowuje jak wspominałam wyżej np ciasto marchewkowe inspiracje rady i suche fakty dlaczego powinnismy jeść marchew bądź jej nie jeść  zachęcać do jedzenia jej na kilka ciekawych sposobów ponieważ jest zdrowa i zawiera witaminy
1339,naturalną marchew niedoskonąłą jej środowisko ziemię dbanie o ziemie jest ważne bo ona daje nam produkty potrzebne do życia zbliżenie na marchew pokazanie jej  bruzd radosc smiech spiew ptakow  naturalność zdrowie witalność
1341,szczęśliwą farme i zwierzaki i jedzenie ze to zdrowe i ma zastosowan wiele np jakies rzecxy zrobione z marchwi  zwierzeta ze zdrowe i dobre 
1342,realny produkt  prosty i zrozumiały coś co zapada w pamięć prawdziwy produkt wartości edukacyjne
1343,ludzi jedzących marchew korzyści wynikające z jedzenia marchwi chciałabym aby ludzie jedli marchew  marchew xd  korzyści z jedzenia warzyw i nagłaśnianie zdrowego stylu życia
1345,marchew  reklama powinna przekazywać że marchew jest zdrowa i powinniśmy ją spożywać  w reklamie powinni zostać pokazani ludzie spożywający marchew w różnej postaci  chciałabym zobaczyć korzyści jakie daje spożywanie marchwi marchew powinna promować zdrowy styl życia
1348,marchew jakieś pole marchwi rodzinę która je coś z marchwi mogą mieć królika i też go karmić marchwią  że marchew jest dobra i zdrowa że jest hodowana w miarę ekologicznie że nie wyrzucają połowy marchwi bo np jest za mała albo za duża żeby nie marnować jedzenia  niech królik je marchew i rodzina musi robić coś ciekawszego niz tylko siedzieć przy stole i prowadzić bardzo sztuczny dialog  królika  że marchew jest dobra i będę szczęśliwa jak ja kupię i że robią coś żeby przeciwdziałać marnownaiu jedzenia albo niszczeniu środowiska 
1351,realnie wyglądające marchewki powinna zachęcać do jej zakupu  marchew powinna być używana podczas gotowania w domu używanie marchwi przy gotowaniu w domowej kuchni prawdę o produkcie brak upiększania i koloryzacji 
1352,królika bugsa humorystyczny propagujący zdrowe żywienie spot reklamowy typu marchew pokrzepia królik bugs walczący z elmerem fudd który zajada się stekami królika bugsa odnoszącego spektakularny triumf nad myśliwym  zdrowie sprawność fizyczną
1355,analizę marchwi pod względem witamin i właściwości zdrowotnych należy jeść często marchew ponieważ jest bardzo zdrowa aby było przeprowadzane nibybadanie przez naukowców w laboratorium zawartości marchwii wraz z przekazaniem wspaniałych rezultatów tak jak odp  zdrowe odżywianie i zwracanie uwagi na skład pożywienia a także oczywiście to że warto jeść marchew  
1357,marchew marchew jest pyszna tańczącą marchew prawdziwe fakty na temat marchwi co marchew nam daje na co działa
1358,marchew pole rodzinę posiłek może jakiś królik soki w tle że jest zdrowa i każdemu może smakować rodzina która zajmuje się uprawą marchwi które każdą potrawę ozdabia marchwą marchew i jej wartości odżywcze zdrowe odżywianie
1360,jak rośnie na polu  że jest naturalna z pola a nie z fabryki  jej droga od ziarenka do domu konsumenta wyrywanie marchwi w zwolnionym tempie  że jest zdrowa naturalna warto ją jeść 
1362,animowane marchewki promowanie zdrowej żywności rozmawiające ze sobą marchewki w kuchni przykłady wykorzystania kulinarnego marchwi prozdrowotne
1365,traktory maszyny wieś  marchew jest w pyte przejazdy traktorów zbiory rolnika w traktorze polska marchew gurom
1367,marchew  że jest zdrowa  żeby ludzie jedli ją soute że nie trzeba jej przygotować żeby była smaczna że jest dobra jako zdrowa przekąska np  to że jest zdrowa i ma cenne składniki i minerały 
1368,wieś przyrodę rolników naturalne produkowanie cykl produkcji od pola do talerza piękny krajobraz uśmiechy konsumentów zdrowie i ekologię 
1371,efekt od nasion po rosliny co nam daje ten produkt rosła marchew  zeby nie było za kolorowo co nam  dal produkt 
1375,pole marchwi jakie ma witaminy  jak zdrowa jest marchew  ludzie jedliby marchew  pole  ze jedzenie warzyw jest zdrowe 
1377,naturalność  miejsce uprawy marchwi dużo zieleni  wspieraj lokalnych producentów zdrowe odżywianie  wyrywanie marchwi z grządki  naturalna rzeczywistość  rzeczywistość ludzi którzy wkładają w uprawy wiele pracy i serca prawdę naturalność rzeczywistość 
1378,oczywiście marchew ale przedstawiona w interesujący sposób  jak zdrowo działa na skórę jakie pozytywne ma działania  chciałabym by przykuło coś moją uwagę w sposób w który by mnie zatrzymał przy tej reklamie i skłonił do jakiś refleksji czasami mówimy „co za bezsensowna reklama ale było w niej coś co sprawiło ze byliśmy w stanie zawiesić na niej wzrok  pięknie wyeksponowana marchew przetwory w jaki sposób rośnie marchew pole nauture  wartość dbania o siebie zdrowa dieta 
1379,marchew szczęśliwych ludzi którzy ją jedzą ogródek czy pole z którego pochodzą  ze jest ona zdrowa  niemodyfikowana chciałabym żeby w reklamie nie było elementów fantastycznych  radość  ze trzeba odżywiać się zdrowo  a marchew ma dużo witamin i składników odżywczych a obecnie ludzie czesto mają ich niedobór 
1380,zdrowe soczyste warzywa ze marchew jest zdrowa ma witaminy mikroelementy itd nie wiem ale chyba byłoby fajnie „uczlowieczyc te marchewkę na pewno zero nadętych nibylekarzy opowiadających o korzyściach z marchwi jak wyzej ze jedzenie marchewki przynosi korzyści zdrowotne
1382,jak najwiecej natury zieleni w której marchew dojrzewa że są one świeże naturalne i bardzo smaczne w przyspieszonym tempie proces wzrostu marchwi gdzieś mogłoby świecić słońce wschód mogłyby temu towarzyszyć dźwięki natury ptaki strumyk odpisałam w odp  najlepsza marchew to taka bez nawozów naturalna
1384,kolorowe warzywa w naturalnym środowisku bez widocznego ulepszania ich  chciałabym widzieć jakie dają korzyści zdrowiu i pomysły na ich wykorzystanie  prosty i zrozumiały dla ludzi z różnych grup społecznych  najlepiej o treści edukacyjnej żeby został pokazany proces jej „powstawania od siewu po wykop oraz jak ludzie ją jedzą dziecko  nastolatka  dorosłego i seniora którzy jedzą marchewkę aby zachęcić każdą grupę wiekową do jedzenia jej wiedza merytoryczna na temat wartości odżywczych oraz korzyści ślą organizmu ze spożywania marchwi i innych warzyw 
1386,rzeczy które można z nich zrobić negatywny jakiś horro z udziałem marchwi marchewki zabijały sie nawzajem a wygrała jedna najwspanialsza ze sklepu reklamodawcy istną rzeź jest tylko jedna najlepsza marchewka
1387,chciałabym zobaczyć np rolników którzy w mojej okolicy uprawiają marchwie aby reilama była bardziej regionalna zdrowe świeże może jakieś przepisy na dania specjalnie z marchwią nature zdrowy tryb życia
1388,realnie wyglądająca marchew bez wątków pobocznych  opowiadać o korzyściach płynących z jedzenia marchwi pokazywanie marchwi możliwych do przygotowania z niej dan wykaz witamin w marchwi prawdę realia zdrowy styl życia
1391,jej wzrost informacje o sposobie nawożenia rzetelne informacje np potwierdzone certyfikarami które można samodzielnir zweryfikować prosty zrozumiały obraz z mikroskopu byłby super ciekawy np przyśpieszony wzrost od nasionka do dojrzałej marchwi pola uprawne wzmiankę o rzeczywistym wpływie na środowisko konkretnej hodowli z określeniem np transportu zużytej wody etc hodowli lokalnej bezpiecznego nawożenia troski o środowisko korzyści zdrowotne płynące z jedzenia marchwi
1394,marchew to że warto jeść marchew chciałabym widzieć jak przygotowuje się marchew sposoby przygotowania marchwi  pozytywne aspekty jedzenia marchwi
1395,uprawa marchwi wyciskanie soku z marchwi jaki gatunek marchwi jest odpowiedni do wyciskania soków uprawa marchwi wyciskanie soku z marchwi moment wysiewy nasion w grządkach uprawe wyciskanie i wypicie sok z marchwi jest bardzo zdrowy
1399,kreatywne i proste dania w wykorzystaniem produktu  marchew jest zdrowa smaczna i tania należy ją jeść  rodzinne przygotowanie posiłku zabawa  szczęśliwi ludzie swoboda i radość z wykonanych rzeczy  zachęcać do jedzenia warzyw 
1400,w krótki sposób powinno być pokazane w jakich warunkach marchew jest uprawiana następnie pokazane powinny być jej zbiory a na końcu marchew powinna już być w kuchni np na rodzinnym stole marchew jest zdrowa korzystnie wpływa na nasz organizm oprócz tego można ją w różny sposób przygotować więc jest wielozadaniowa i niezastąpiona w kuchni reklama powinna być dynamiczna jednocześnie pouczająca i przekazująca ideę spędzania wspólnych posiłków z rodziną i bliskimi marchew jest warzywem który można w różny sposób wykorzystać w przygotowywaniu posiłków można ją potrzeć na tarce  jako surówka dodać do bulionu lub do talerza z makaronem i rosołem oprócz tego z marchwi można upiec pyszne ciasto marchewkowe a zatem sposobów jest wiele propagowanie zdrowego stylu życia i spędzania i spożywania posiłków razem przy rodzinnym stole
1402,ich wyrazistość i naturalność warto się zdrowo odżywiać i wspierać polskich rolników śmieszna sytuacja na wsi uśmiechnięci ludzie którzy razem ze sobą pracują a potem jedzą marchew  ładną dziewczynę słoneczny krajobraz beztroski świat  jesteś tym co jesz 
1403,produkt surowy jak i przerobiony pozytywny kojarzący się z codziennym przygotowywaniem posiłków  gotowanie przyrządzanie potraw lub cały proces od zerwania przez rolnika aż do stół konsumenta szczęśliwą rodzinę wielopokoleniową w której każdy członek rodziny w różnym wieku zjada marchewkę w różnej postaci zdrowa żywność warzywa nie zawsze muszą być nudne
1405,intensywny kolor marchewki jedzenie warzyw jest szybkie zdrowe i przyjemne aby ktoś profesjonalnie kroił marchew jak kucharze krojenie marchwi propozycje dań z nią zdrowie
1407,marchew z polski informacje o korzyściach wynikających ze spożycia marchwi  podobny sposób prowadzenia jak reklamy suplementów diety marchew promocje zakup lokalnej marchwi od polskich rolników oraz idee zdrowego trybu życia 
1408,marchew z ogródka  jedzenie marchwi wpływa na zdrowie  marchew była jedzona przez dzieci  i dorosłych  jedzących warzywa dzieci i dorosłych  jedzenie warzyw jest ważne 
1409,nie oglądać przecież każdy zna marchewki są podstawowymi warzywami w potrawach nie mają żadnych zamienników więc po co je reklamować to że dany producent ma dobre naprawdę nie wiem w przypadku tak prostego produktu powinna być to równie prosta reklama zapewne marchewki nacisk na dużą ilość marchwi w diecie w celu zbilansowanego odżywiania które jest fundamentem dla zdrowia 
1411,różne formy jedzenia marchewek  jedzenie marchewek jest zdrowe i może być smaczne  pokazywanie alternatyw jak można jeść marchewki i z czym  różne dania z marchewkami i pomysły na przekąski z marchewkami  zdrowy tryb życia 
1413,natura ziemia piękne polskie lato marchewki prosto z ziemi szybkie zdjęcia pokazujące etapy jej wzrastania a także tego jak to się dzieje że trafia do naszego sklepu  reklama warzyw jako zdrowych przekąsek korzystanie z zasobów lokalnych gospodarstw  spokojne płynne ruchy ludzi stworzy to wrażenie profesjonalizmu a niewerbalne metody komunikacji wplecione w reklamę na pewno wpłyną na jej przekaz  tak jak w pytaniu pierwszym niech będzie to polska małe bądź większe gospodarstwo rolne środek lata słońce nad polem uprawnym właściciel opowiadający o każdym etapie wzrostu marchewki jak wygląda sianie jak trzeba o nią dbać w tle zdjęcia opisujące ten proces następnie historia jej transportu do sklepu konsumenci świadomi tego jak wygląda proces uprawy i kwestie logistycznena pewno rozważą zakup marchwi różnego pochodzenia jednak prawdopodobnie skierują swój koszyk w sklepie na produkt znanej z reklamy firmy która stanie się wartą zaufania 
1416,duzo jasnych zywych kolorow przyrode marchew jest zdrowa smaczna krotki opis znaczenia marchwii dla naszego zdrowia fakty zaczerpniete z wiarygodnych badan ekologiczne uprawy zdrowie ekologie
1417,marchew uśmiechniętych ludzi ze ta marchew pochodzi ze zdrowej uprawy jest ekologiczna i smaczna  aby marchew była np jedzona przez uamiechnieta rodzinę lub aby producent pokazywał jej walory kształt kolor  marchew usmiechniwtych ludzi rolnika posiłek w pelnej szczesliwej rodzinie zdrowe jedzenie 
1420,świeżą marchewkę i jaki ma wpływ na utrzymanie zdrowia  jak w pyt  jak w pyt  jak w pyt  żywot kiepski bez marchewki 
1421,dojrzałą chrupiącą marchew optymistyczny zdrowotny pokazanie procesu wzrostu marchwi od zasiania do jej trafienia na stół piękne krajobrazy wiejskie i samą marchew zdrowie
1423,myślę że w reklamie marchwi chciałabym zobaczyć pola uprawne miejsce gdzie one powstają i rozwijają się  powinna zachęcać nas do zdrowego stylu życia uświadamiać o diecie i dbaniu o swoje zdrowie  chciałabym aby poruszony został problem otyłości oraz został doceniony trud jakim jest praca w polu skutki otyłości na rozwijanie się chorób cywilizacyjnych  zdrowy tryb życia 
1426,marchewki skoro ich ma dotyczyc reklama marchewki sa zdrowe i sa lepszym wyborem jedzeniowym od przetworzonych produktow sportowiec kochajaca mama inne wzory do nasladowania jedza kupuja marchewki i dzieki temu sa zdrowi ergo szczesliwi marchewki  propagowac zdrowy tryb zycia kupowanie lokalnych produktow bycie eco ktore mozna uznac za na topie
1429,marchw od uprawy do stołu przekazem powinno być to że jedzenie marchwi wpływa pozytywnie na zdrowie  żeby było dużo efektów specjalnych tańczącą marchew zdrowy tryb życia
1432,ładne marchewki że jest smaczna rosły zdrowo na polu kogoś kto te zdrowe marchewki zjada jedzenie warzyw jest zdrowe
1433,kosze ze świeżymi marchewkami ludzie zbierający marchewki że marchew jest bardzo ważna w diecie każdego  przedstawienie jakiegoś mega prostego i szybkiego pomysłu na marchewkę  pokazanie ze marchewka czy tez inne warzywa to nic nudnego że są one dobre i zdrowe  jak ona wpływa na nasze zdrowie 
1434,jak najbardziej powiązane z naturą i wiejskim krajobrazem ujęcia  właściwości zdrowotne marchwi  powinny być w niej żywe wpadające w ucho melodie  jak uprawiana jest marchew w polsce  powinny pokazywać jak istotne jest jedzenie warzyw 
1435,jej atuty prawdziwość to co dobrego są sobą niosą tzn witaminy głównym przekazem powinno być to aby wybierać produkty z polskich ekologicznych gospodarstw oraz to by przekonać odbiorców do spożywania warzyw chciałabym zobaczyć proces jej powstawania aż do momentu konsumpcji chciałabym zobaczyć gdzie i jak jest uprawiana marchew jak wygląda proces czyszczenia przewóz jak wygląda rozłożenie jej w sklepach a następnie kupno przez klienta do domu i przygotowanie z niej dania tak jak w odpowiedzi o przekaz reklamy powinno zwracać się uwagę na to skąd coś kupujemy oraz co jemy bo to konsekwentnie wpływa na nasze samopoczucie i zdrowie
1440,jasne żywe kolory wesołych młodych ludzi że jest bardzo zdrowa i człowiek czuje się po niej lekko i świeżo żeby grała radosna muzyka a czysta woda ociekała ze świeżej kiści odpowiedź jak wyżej zdrowy styl życia jedzenie świeżych warzyw i owoców
1441,marchew zdrowa i smaczna tańczące marchwie coś zabawnego ale z dawką informacji o pożywności marchwi że warto kupić marchew ekologia 
1442,pole oraz właścicieli danych pól wypowiadających się na temat swoich upraw ukazanie naturalnych produktów motodą bezpiecznych zbiorów  by wypowiedzi były spokojne i naturalne  naturę spokój słońce  zachęcić do spożycia większej ilości warzyw promując przy tym spożycie mniejszej ilości mięsa 
1443,chciałabym oglądać po prostu marchew ale w jakimś ciekawym i nietuzinkowym wydaniu najlepiej coś z humorem np gra słów miałaby zachęcać do zmiany trybu życia na zdrowszy chciałabym aby nastąpiła animizacja marchwii mogą być dołączone inne produkty np pietruszka która nie dorównuje pięknemu kolorowi marchwii chciałabym zobaczyć i usłyszeć humorystyczne zestawienie które od razu bardziej by mnie zaintrygowało zdrowy styl życia waga witamin w diecie 
1445,ładne widoki  natura przebitki z pół klimat reklamy wody mineralnej  krajowe produkty z  świadomych upraw nie wiele bardziej zależy mi na obrazach i stworzeniu klimatu niż wymuszonych scenkach obyczajowych krajobraz ładne ujęcia pól uprawnych i samej marchwi nasycone kolory ekologiczną uprawę świadoma uprawa i konsumpcja
1450,mógłby to być monolog wygłoszony  skrybę w filmie asterix i kleopatrascena  jak to jest być skryba  monolog kończy się wzmianka o sadzeniu marchwi właśnie w trakcie monologu mogłaby się pojawić wizualizacja siania i później zbierania i kosztowania marchwi  sadzenie i jedzenie marchwi to sama przyjemność  monikog pojawiający sie w tle z jednoczesna wizualizacja tych zajęć i na końcu sadzenie i jedzenie marchwi przybliżenie na skrybe który promuje marchew jako pyszna chrypka i zdrowa przekaske  silnego zadowolonego umięśnionego skrybe cieszącego się sadzeniem i jedzeniem marchwi  w tle część monologu oraz kilka dodatkowych słów promującego marchew jako zdrowe i pyszne chrupkie warzywo  sielskie zycie blisko natury szczęście wynikające z robienia prostych rzeczy zdrowie sile witalność
1454,królika witaminy są bardzo potrzebne  marchew przygotowywana na kilka sposobów  sposoby przygotowania np prostych koktajli z marchwii zdrowe odżywianie dbanie o sylwetkę przekonanie się do zdrowej żywności 
1455,ludzi uprawiających marchew w codziennych warunkach  nawet najdrobniejszze rzeczy mają wpływ na to co jemy chciałabym aby pokazano sposób w jaki uprawiający muszą o nie dbać przyspieszony film z cyklem wzrostu  promująca zdrowa żywność żywność polska 
1456,na pewno chciałabym żeby w reklamie było uwzględnione że marchew pochodzi z ekologicznej hodowli mogłaby być pokazana jakaś rodzina ewentualnie pracownicy jakiejś restauracji którzy wykorzystują tę marchew do swoich dań zdrowe pyszne odżywianie się bez dań przekraczających nasz budżet chciałabym żeby w takiej reklamie mimo wszystko była dynamika osoba wyciągająca te marchewki z pola woda która polewą warzywa słońce czynności kucharza który kroi tę marchewkę ważna byłaby w tej reklamie gra kamerą i uchwycenie takich drobnych szczegółów które miałyby duży wyraz artystyczny ogólnie żeby był ciąg zdarzeń związanych z tą marchewką jak wcześniej wspominałam chciałabym żeby w reklamie wystąpiła jakaś rodzina bądź kucharz jak i oczywiście pracownicyrolnicy którzy tę marchew by uprawiali chciałabym reklama tej marchwi przekonywała swych odbiorców do zdrowego odżywiania oraz do wspierania polskich rolników
1458,rodzinę jedzącą marchew przede wszystkim jak korzystnie wpływa na nasz organizm np poprawa wzroku przygotowanie różnych dań z marchwi nieszablonowych np ciasto lub pudding poznac nowe oblicze marchwi promowanie zdrowia i pokazanie walorów smakowych 
